x,y,luminosity_counts,hlr_pixel,q,theta,n
2036.4,1997.5,10.13346,2.191,0.93,-36.9,4
3563.2,1991.0,4.05111,2.520,0.76,-37.1,4
485.7,1988.4,5.48582,3.355,0.84,45.5,4
2872.8,2005.6,22.64963,2.782,0.94,73.8,4
2476.3,1995.0,2.54163,2.544,0.95,83.6,4
2189.0,1986.7,2.09901,1.897,0.91,3.4,4
1950.8,1999.7,12.43813,3.073,0.99,15.6,4
3478.1,1989.5,1.66513,1.460,0.79,-88.3,4
807.6,2002.8,16.26435,2.517,0.96,-0.1,4
3416.9,1988.9,1.76648,1.669,0.80,-44.2,4
1984.1,1991.2,2.91566,1.702,0.63,22.2,4
402.7,2003.8,7.72963,2.618,0.67,-57.4,4
1395.5,2020.7,54.89103,2.839,0.71,46.6,4
722.7,1991.3,2.00085,1.766,0.86,-72.7,4
3219.3,1994.5,4.41096,2.023,0.75,10.4,4
2788.8,1989.6,1.66262,1.601,0.89,-61.2,4
838.8,1998.9,4.59508,3.055,0.67,50.1,4
3510.4,2010.9,5.31605,2.810,0.66,73.5,4
75.7,2003.6,8.42732,1.891,0.75,69.9,4
257.0,1996.6,3.28093,1.970,0.56,48.6,4
1028.2,2018.4,28.78701,3.558,0.38,23.0,4
642.0,2009.8,22.05599,2.069,0.82,58.0,4
2734.3,2002.0,6.47427,2.674,0.45,-33.8,4
828.3,2002.9,14.04623,2.151,0.83,16.6,4
178.7,1996.3,2.62120,2.022,0.92,34.1,4
4135.6,1994.9,1.88499,1.708,0.51,28.5,4
2660.9,1995.1,1.67510,1.451,0.71,-8.7,4
211.1,2010.9,7.75106,2.394,0.79,-73.3,4
710.2,2045.9,62.43591,3.920,0.44,-75.2,4
2896.9,2038.3,76.65716,4.282,0.61,-82.4,4
2156.0,2009.3,6.80483,1.948,0.73,81.4,4
3713.4,1997.2,2.13365,2.518,0.60,72.0,4
1348.0,1997.0,1.65961,1.529,0.96,-44.4,4
1132.5,2007.1,10.99499,2.133,0.85,-17.4,4
59.1,2030.2,54.93562,3.198,0.74,72.4,4
183.8,2009.0,5.95443,2.102,0.67,61.7,4
89.3,2001.7,3.63397,2.049,0.76,32.8,4
1350.1,2008.2,8.85044,3.173,0.77,14.0,4
3593.8,1996.6,1.22748,1.555,0.56,18.8,4
2538.4,2016.7,30.39600,2.284,0.93,-27.7,4
4109.6,2002.1,4.35555,3.297,0.55,-33.8,4
2591.2,1999.9,2.25000,1.876,0.60,34.5,4
3938.8,2005.9,2.25224,2.113,0.51,-83.7,4
425.3,2003.4,2.05077,1.604,0.76,59.8,4
702.9,2003.5,2.29180,1.731,0.67,-29.1,4
1891.2,2012.1,4.28163,2.192,0.59,71.2,4
3414.2,2021.9,4.71016,4.539,0.46,81.2,4
2478.6,2011.8,6.13515,1.591,0.69,86.5,4
1047.7,2008.8,2.46703,1.842,0.67,72.6,4
791.6,2016.3,10.61112,2.314,0.73,-54.8,4
1898.2,2011.3,5.67522,2.302,0.81,-4.0,4
3925.1,2021.7,8.58413,2.673,0.66,-72.1,4
2713.1,2007.6,1.89257,1.560,0.73,71.1,4
3701.0,2006.1,1.61978,1.335,0.96,-47.6,4
1800.2,2015.8,7.84150,3.047,0.62,55.1,4
2028.6,2015.8,7.10668,2.307,0.81,47.9,4
2031.0,2008.7,4.51583,2.829,0.65,-23.2,4
3842.0,2008.8,3.17964,2.347,0.44,-23.9,4
1640.1,2019.2,11.65151,4.128,0.95,-57.5,4
3611.1,2015.4,7.15747,2.544,0.53,26.1,4
2980.0,2012.7,2.30276,1.778,0.64,88.0,4
2574.9,2010.6,2.41926,1.615,0.83,73.7,4
569.5,2009.2,1.73612,1.504,0.76,0.8,4
3561.2,2010.1,1.85423,1.527,0.74,-23.8,4
2075.0,2024.8,14.83231,2.044,0.82,53.8,4
240.3,2020.9,8.79167,1.980,0.88,18.1,4
454.5,2023.7,9.88542,2.752,0.77,72.9,4
1145.4,2013.7,2.21465,2.219,0.46,35.7,4
1175.5,2018.6,3.02471,1.815,0.79,62.0,4
1721.4,2016.5,6.42638,3.707,0.76,-1.5,4
2615.6,2022.7,7.55779,2.103,0.64,-33.6,4
1928.4,2030.8,14.52400,2.398,0.92,83.6,4
2451.1,2013.9,1.58783,1.576,0.77,44.7,4
1539.3,2021.3,5.87706,2.365,0.85,5.5,4
2189.8,2021.7,3.50514,1.876,0.70,78.6,4
585.1,2021.3,4.77247,2.571,0.89,69.6,4
252.6,2014.0,1.56925,1.801,0.32,8.6,4
1916.2,2021.3,7.28992,1.842,0.83,-14.5,4
2068.8,2020.7,3.31934,2.577,0.45,49.5,4
3546.7,2017.4,2.54856,1.364,0.87,-50.8,4
2904.9,2024.0,5.38614,2.679,0.77,-62.1,4
4119.6,2028.4,18.61402,2.039,0.81,-0.2,4
679.4,2025.1,8.40743,3.635,0.57,-5.6,4
548.2,2021.4,3.63521,1.850,0.69,-2.2,4
3878.2,2031.7,14.35961,2.623,0.63,-46.0,4
1386.6,2022.2,4.99987,2.477,0.89,-2.6,4
3413.8,2035.6,33.16094,2.183,0.86,10.2,4
2366.8,2088.5,51.44825,2.959,0.58,-67.3,4
481.6,2047.9,22.34434,2.809,0.77,89.7,4
2111.8,2021.7,2.27911,1.980,0.79,-1.7,4
2003.3,2024.9,2.21700,1.502,0.92,-46.7,4
1790.2,2033.8,7.56611,2.575,0.73,61.6,4
3493.1,2021.9,2.17174,1.716,0.74,43.6,4
3486.1,2024.7,2.75200,2.261,0.61,48.8,4
1069.1,2022.9,1.60995,1.527,0.78,47.1,4
1538.4,2029.1,5.95312,2.018,0.82,-14.9,4
3589.7,2028.9,3.74921,1.799,0.70,7.0,4
2290.2,2052.1,76.90152,2.437,0.94,57.2,4
2976.1,2027.4,2.50756,1.828,0.77,-17.1,4
470.9,2032.1,9.72186,3.146,0.88,6.8,4
3700.6,2030.9,3.10668,2.655,0.41,-82.0,4
2580.3,2026.1,2.31776,2.163,0.63,24.8,4
2017.4,2030.8,2.26086,1.678,0.64,61.1,4
1987.2,2023.3,1.33255,1.646,0.38,-13.4,4
836.6,2063.8,53.42995,4.095,0.67,63.0,4
2726.5,2034.5,4.22643,2.278,0.61,69.9,4
2405.8,2042.2,13.47628,3.502,0.41,26.6,4
1261.6,2033.2,3.64743,2.313,0.57,27.7,4
2568.4,2027.6,1.53555,1.687,0.60,45.2,4
4128.4,2036.1,7.33054,2.274,0.98,-18.9,4
1827.9,2030.0,2.04256,1.571,0.95,-32.0,4
3569.8,2030.1,1.96906,1.831,0.81,43.9,4
1127.4,2036.0,2.98883,1.611,0.79,74.8,4
2840.0,2048.2,52.99888,1.714,0.93,32.9,4
1043.8,2057.8,17.82498,3.435,0.64,-66.0,4
3239.5,2028.5,1.42683,1.520,0.45,-18.6,4
1596.5,2044.6,15.98740,2.541,0.80,-11.9,4
1202.5,2039.2,6.70691,1.603,0.89,42.2,4
2794.1,2037.0,2.61187,1.957,0.68,76.8,4
3001.0,2032.0,2.38275,2.069,0.96,43.3,4
1164.4,2039.8,2.56728,1.712,0.74,85.7,4
2509.3,2034.5,3.79907,2.022,0.77,4.8,4
2980.3,2057.9,30.36859,3.501,0.80,79.8,4
1288.2,2038.2,3.84505,1.933,0.85,-13.2,4
1364.6,2046.3,6.94091,2.397,0.70,-43.9,4
1805.9,2047.3,6.58210,3.751,0.53,47.1,4
759.1,2045.2,7.44908,2.179,0.88,20.6,4
1042.3,2050.4,16.10088,3.414,0.70,-18.5,4
1529.7,2037.7,4.32318,2.271,0.74,21.5,4
2765.1,2046.0,10.04381,2.366,0.97,-44.9,4
1375.6,2045.6,10.14322,1.730,0.81,55.5,4
833.7,2038.5,2.91420,2.243,0.54,26.7,4
322.6,2046.3,4.04605,1.682,0.72,-54.4,4
2161.5,2048.2,12.45415,3.118,0.72,20.4,4
3872.9,2052.1,17.33832,2.944,0.79,24.5,4
438.3,2041.3,3.63112,2.492,0.74,67.0,4
3885.3,2055.4,23.35168,3.542,0.61,5.1,4
3085.0,2043.1,3.23248,2.251,0.81,-11.6,4
2484.3,2047.7,4.70210,3.016,0.58,-62.9,4
1796.6,2047.9,3.99295,2.383,0.51,-66.5,4
2861.1,2048.0,14.62335,1.650,0.90,45.4,4
1330.8,2044.0,3.03366,1.991,0.73,-61.6,4
2912.0,2039.0,1.63404,1.469,0.97,84.7,4
863.6,2040.2,1.19348,1.341,0.60,-70.5,4
3589.7,2127.7,50.36724,3.162,0.58,-88.0,4
1320.0,2050.8,6.63959,1.992,0.81,-88.4,4
2199.2,2053.3,13.90417,3.147,0.64,-17.5,4
4168.9,2046.0,4.11666,1.869,0.82,44.0,4
2621.7,2046.0,3.53626,2.712,0.72,-69.0,4
1974.3,2044.5,1.89649,1.778,0.51,89.1,4
3653.2,2041.9,1.89397,2.034,0.32,26.1,4
4170.1,2055.0,7.88504,2.642,0.75,-13.2,4
884.1,2050.0,6.18329,2.151,0.76,26.0,4
3069.5,2044.5,3.70399,2.476,0.51,28.2,4
1119.3,2047.9,4.31813,2.318,0.85,-60.7,4
1617.6,2042.8,0.92776,1.151,0.57,71.7,4
2770.5,2060.7,10.54098,1.928,0.93,-69.8,4
1285.0,2049.0,3.46741,1.936,0.77,2.1,4
3561.5,2044.2,2.56790,2.141,0.70,-0.8,4
210.6,2047.5,4.19603,4.377,0.62,-85.0,4
1172.6,2055.2,6.84475,2.647,0.93,-34.1,4
2227.8,2058.1,7.70383,2.805,0.70,22.1,4
748.7,2050.3,4.23305,1.995,0.89,71.6,4
2498.4,2045.3,2.27206,2.045,0.57,30.7,4
1294.0,2052.1,5.72902,1.965,0.74,-24.0,4
1613.6,2057.0,7.01659,2.089,0.76,-81.9,4
2456.0,2045.0,1.87442,1.646,0.96,11.3,4
2794.7,2064.4,21.50528,2.373,0.80,75.2,4
2031.7,2066.5,22.04587,2.843,0.93,-9.2,4
1569.5,2047.0,1.55551,1.427,0.65,-89.4,4
2335.4,2057.9,4.88832,2.006,0.87,49.4,4
3542.2,2047.9,2.01288,1.555,0.78,-28.5,4
3390.0,2050.6,2.51630,2.101,0.41,-21.1,4
201.2,2078.4,60.33057,1.791,0.76,61.1,4
214.9,2058.2,11.04291,4.301,0.80,-15.3,4
3949.4,2051.5,1.38334,1.299,0.47,71.5,4
23.7,2074.4,8.60693,3.382,0.86,45.0,4
2089.6,2055.2,2.75886,2.253,0.66,-89.1,4
3371.2,2059.7,9.83920,1.927,0.91,40.7,4
4085.9,2058.9,5.12369,2.233,0.88,-33.5,4
242.4,2056.3,3.30250,1.962,0.79,65.3,4
2117.8,2055.9,6.07487,2.242,0.64,-16.9,4
594.2,2048.6,1.17029,1.423,0.60,-17.3,4
4004.2,2049.4,1.10678,1.380,0.57,19.1,4
2763.2,2083.9,39.59414,4.602,0.80,-90.0,4
228.4,2062.6,12.28956,2.031,0.93,-13.1,4
405.5,2058.1,3.27363,1.979,0.67,76.5,4
1754.1,2068.6,10.95138,3.023,0.71,45.6,4
4143.3,2071.2,20.01070,2.295,0.87,44.7,4
2032.7,2057.8,4.23824,2.796,0.81,-0.7,4
556.3,2060.8,3.81719,2.170,0.79,-41.8,4
2526.0,2061.9,3.27138,2.197,0.64,80.0,4
1870.2,2062.4,3.88739,2.608,0.60,61.3,4
1358.5,2066.1,3.55058,2.581,0.46,59.0,4
1255.4,2057.0,1.83733,1.449,0.61,25.6,4
1922.0,2058.0,2.17820,1.245,0.95,28.3,4
3125.0,2080.7,19.42290,3.329,0.92,29.2,4
3082.8,2070.9,9.24220,2.194,0.88,66.0,4
1383.1,2068.7,7.04202,2.686,0.80,41.4,4
367.4,2063.4,3.29215,2.590,0.52,4.2,4
1887.1,2076.0,21.23080,2.280,0.72,13.4,4
4134.5,2065.8,4.60915,2.589,0.66,9.9,4
838.5,2071.1,19.47702,2.355,0.93,-9.5,4
4119.4,2064.3,1.62330,1.561,0.67,71.6,4
1979.2,2069.2,6.11085,1.801,0.80,20.7,4
434.3,2061.9,4.94634,3.785,0.76,28.3,4
806.5,2070.4,6.72785,2.081,0.96,-20.4,4
3127.2,2065.1,1.51611,1.513,0.63,60.0,4
2222.0,2066.2,2.94720,1.839,0.61,5.1,4
239.8,2080.0,16.29076,2.045,0.96,-79.5,4
170.4,2069.9,5.36993,2.701,0.92,-5.0,4
1515.4,2071.2,4.68994,2.806,0.69,-6.4,4
314.8,2066.0,2.27148,2.407,0.98,73.1,4
52.5,2109.6,44.56953,4.741,0.77,76.3,4
340.7,2079.0,11.39432,2.783,0.88,23.2,4
3940.5,2070.7,3.00966,2.389,0.88,27.2,4
1368.0,2075.3,10.40554,2.163,0.74,-0.5,4
1366.4,2088.8,17.23014,3.631,0.96,44.0,4
319.1,2072.9,4.54480,2.178,0.93,14.0,4
1867.9,2078.9,5.55580,2.435,0.76,46.9,4
1923.0,2068.9,1.62441,1.649,0.45,-11.3,4
4032.5,2085.0,23.61687,3.662,0.59,7.5,4
1382.1,2075.3,2.25460,1.737,0.72,77.5,4
2183.6,2072.6,2.66321,1.907,0.85,44.7,4
2112.6,2070.9,3.77240,3.418,0.71,-19.0,4
1908.9,2071.2,2.17667,2.076,0.52,6.5,4
3411.3,2081.1,8.03175,2.107,0.91,81.9,4
757.4,2080.2,5.98097,3.349,0.54,13.3,4
2750.6,2118.9,34.91972,5.771,0.48,72.0,4
3280.5,2085.8,6.93251,2.081,0.74,-55.6,4
127.3,2090.3,14.07670,2.377,0.75,70.8,4
3842.9,2072.9,1.53171,1.538,0.81,-51.1,4
3391.2,2086.2,16.33567,2.540,0.79,5.3,4
1035.9,2081.6,6.50601,2.315,0.68,-26.8,4
2936.2,2085.9,12.68393,2.450,0.93,59.5,4
3611.6,2090.7,11.19943,3.583,0.80,-12.0,4
2200.8,2074.7,1.57908,1.645,0.71,-29.8,4
4170.4,2086.0,7.06742,2.085,0.82,59.8,4
1608.9,2078.2,2.60889,1.995,0.65,14.8,4
3379.6,2083.4,7.42485,2.295,0.89,-27.9,4
1397.3,2091.6,10.30425,2.459,0.88,-50.0,4
2856.1,2081.0,4.94125,1.876,0.85,14.3,4
1164.0,2083.0,5.81895,2.364,0.81,-69.1,4
1745.5,2084.4,3.00033,1.888,0.67,-62.8,4
2910.0,2089.6,10.41871,2.379,0.63,-24.2,4
3025.5,2082.0,2.35829,2.062,0.83,-55.6,4
1419.0,2081.8,5.08018,2.797,0.64,-81.9,4
1155.7,2090.6,17.53426,2.202,0.84,30.8,4
3907.1,2081.3,2.32547,1.807,0.91,28.4,4
1323.8,2089.1,5.53873,2.052,0.95,61.7,4
376.3,2083.9,5.04056,1.677,0.88,1.6,4
2572.8,2093.7,26.10102,1.722,0.92,14.3,4
2612.2,2086.9,7.54049,2.109,0.92,12.4,4
1774.8,2084.0,4.16820,2.010,0.91,20.3,4
3439.4,2079.0,2.06686,1.600,0.76,14.0,4
3681.1,2082.7,2.37838,2.138,0.53,19.6,4
3426.6,2085.9,2.16019,1.602,0.68,73.8,4
2744.0,2091.5,9.95259,3.447,0.76,-6.7,4
2678.8,2106.9,7.84141,3.326,0.66,74.4,4
1476.9,2089.5,5.83742,2.475,0.89,69.5,4
1835.5,2090.1,4.48202,1.795,0.81,-88.8,4
3956.0,2097.0,4.94245,2.121,0.77,59.3,4
2118.8,2083.9,4.26560,2.998,0.40,-0.8,4
3093.4,2086.1,3.27487,2.237,0.68,16.2,4
1206.0,2095.1,11.82094,2.129,0.87,23.7,4
2930.0,2085.0,2.14954,1.387,0.96,-43.9,4
1777.0,2092.6,6.93032,2.950,0.67,-10.7,4
1431.2,2092.2,4.89060,3.748,0.57,66.6,4
1597.1,2092.4,4.96543,1.803,0.74,58.2,4
1043.2,2088.4,3.63690,2.314,0.61,31.0,4
586.5,2088.3,3.15410,2.388,0.94,-34.0,4
853.1,2098.9,12.32588,1.760,0.81,53.7,4
1113.2,2096.1,6.58911,2.484,0.84,61.4,4
334.7,2113.4,25.99033,3.419,0.71,10.1,4
767.7,2092.0,4.26823,3.001,0.69,61.5,4
1755.7,2104.1,18.51664,3.385,0.86,74.9,4
2323.5,2089.5,1.98439,1.897,0.45,87.7,4
3957.5,2093.0,6.28125,2.557,0.89,32.1,4
1899.8,2098.1,7.34429,1.810,0.86,69.8,4
2395.5,2100.2,8.62948,2.114,0.66,41.0,4
2074.3,2099.4,12.11268,1.678,0.92,-9.0,4
2685.7,2096.4,3.06685,2.225,0.61,81.5,4
2658.0,2102.8,6.76228,2.298,0.57,60.8,4
2892.0,2090.3,2.08944,1.772,0.93,0.3,4
1810.2,2095.0,5.08847,1.696,0.83,7.5,4
490.3,2100.8,8.54610,1.668,0.81,39.3,4
1667.2,2113.7,30.81687,2.437,0.72,48.9,4
1488.7,2102.9,6.02496,3.153,0.60,77.4,4
663.9,2094.3,2.16519,1.714,0.72,68.9,4
2749.3,2108.5,11.22603,3.483,0.61,42.9,4
4051.1,2097.6,4.78092,1.627,0.87,37.1,4
2956.0,2095.8,2.24348,1.603,0.85,-0.3,4
2035.5,2107.0,7.17715,2.490,0.61,61.1,4
1513.8,2096.2,2.18035,1.454,0.96,18.9,4
3172.9,2096.2,2.60237,1.767,0.59,-28.6,4
2005.1,2124.8,51.83606,3.361,0.88,-86.7,4
556.0,2099.8,6.85757,3.338,0.74,-28.2,4
747.8,2117.3,20.84223,3.305,0.76,80.4,4
848.0,2104.7,4.68224,2.181,0.73,64.6,4
1857.1,2119.4,31.69781,2.606,0.77,57.6,4
3079.5,2117.2,70.30183,1.809,0.85,9.7,4
422.5,2107.5,4.18631,2.713,0.68,83.5,4
3201.6,2096.9,1.35988,1.471,0.50,27.2,4
4091.6,2103.0,6.69909,2.079,0.85,-0.8,4
708.4,2102.6,2.86187,1.854,0.60,37.1,4
1477.2,2100.4,2.50041,1.858,0.69,77.8,4
1136.8,2100.3,1.54759,1.561,0.85,-83.3,4
2009.4,2104.3,4.14288,1.966,0.95,35.6,4
2988.9,2106.2,3.97327,1.715,0.81,-63.3,4
3248.2,2114.2,9.74515,3.104,0.84,-62.7,4
1817.5,2107.8,3.31511,1.664,0.83,40.7,4
1108.1,2114.1,4.89765,2.086,0.71,87.2,4
984.4,2135.3,48.50573,5.164,0.60,-28.5,4
3625.7,2111.9,6.48995,2.758,0.78,87.1,4
2945.4,2110.3,4.31698,2.900,0.62,-73.3,4
463.2,2110.4,9.79759,1.852,0.69,17.1,4
1709.3,2105.4,2.87201,1.935,0.64,35.2,4
1464.2,2108.6,3.28528,2.052,0.81,-52.2,4
979.3,2111.5,7.41529,1.637,0.97,-57.1,4
523.2,2118.9,42.24968,1.648,0.92,30.4,4
1783.7,2106.0,1.77944,1.609,0.90,80.4,4
3931.8,2103.6,1.92744,1.999,0.62,19.2,4
1188.7,2115.5,2.53498,1.942,0.45,89.4,4
4156.6,2110.6,3.62554,1.624,0.89,-51.7,4
2918.4,2115.7,6.21980,1.901,0.79,-37.4,4
2163.6,2108.0,3.41708,2.597,0.73,2.9,4
1491.3,2118.0,7.72093,1.870,0.97,22.6,4
1005.8,2113.8,6.23794,1.671,0.83,-8.6,4
2125.8,2119.1,6.03123,2.701,0.59,-48.5,4
275.8,2135.0,9.35620,4.064,0.48,-83.4,4
221.6,2110.2,1.32389,1.549,0.60,-70.0,4
1652.8,2117.4,8.16950,2.776,0.63,-25.9,4
1927.1,2124.3,11.13841,2.229,0.70,51.6,4
1739.0,2115.9,5.63059,2.261,0.97,71.6,4
813.1,2134.9,12.80648,3.335,0.66,-81.8,4
2063.8,2112.8,1.32519,1.484,0.74,46.3,4
3867.4,2113.7,3.48383,2.845,0.47,3.9,4
2835.7,2121.4,4.87787,1.740,0.88,-54.5,4
1322.0,2124.2,7.68363,2.171,0.72,24.6,4
717.0,2127.1,5.47388,2.844,0.82,-38.6,4
2654.7,2123.7,6.47605,2.372,0.71,-0.0,4
1769.6,2146.8,79.40662,3.010,0.94,-69.3,4
75.1,2133.5,5.84503,3.541,0.87,-38.1,4
668.3,2131.8,10.57315,2.725,0.73,-46.9,4
3661.1,2119.7,3.63480,2.974,0.49,32.1,4
2300.4,2117.2,2.71525,2.681,0.60,70.9,4
1101.0,2119.6,2.55764,1.754,0.89,-37.3,4
1642.6,2118.0,2.43528,1.673,0.74,-0.8,4
911.5,2131.1,18.42995,3.696,0.58,17.3,4
3767.0,2135.4,32.89287,1.815,0.94,33.3,4
1935.0,2144.0,20.72918,3.198,0.76,53.0,4
2159.2,2122.3,2.60706,1.750,0.79,59.0,4
1377.0,2122.7,2.87067,1.930,0.80,59.5,4
4170.7,2142.6,75.00198,1.774,0.93,44.6,4
3423.1,2122.6,3.91094,3.346,0.78,67.6,4
2361.8,2124.6,3.29463,2.121,0.76,-30.2,4
3674.4,2127.3,6.92833,2.284,0.80,-33.7,4
725.1,2119.7,1.66085,1.693,0.71,29.8,4
2422.5,2156.3,76.52372,2.748,1.00,-29.2,4
1611.5,2128.3,3.09254,2.292,0.52,-49.0,4
3959.9,2130.2,4.38721,1.971,0.84,-60.1,4
2236.8,2131.9,6.16379,1.861,0.91,73.8,4
2378.6,2131.2,9.19480,5.041,0.62,31.7,4
1293.8,2124.5,2.60853,2.032,0.66,47.3,4
2441.5,2126.6,3.09858,1.769,0.75,48.0,4
512.2,2124.5,3.02583,2.021,0.73,2.2,4
2521.2,2127.9,2.65170,1.535,0.77,72.2,4
359.9,2172.1,32.96844,1.758,0.90,60.2,4
2672.3,2124.0,2.34657,1.959,0.65,38.6,4
3417.7,2134.2,9.54958,2.809,0.87,-84.0,4
1680.0,2129.8,2.07865,1.618,0.63,77.8,4
363.6,2127.7,2.81220,1.988,0.69,-35.9,4
1446.6,2132.3,5.55715,2.074,0.84,38.6,4
3649.6,2127.3,2.81496,1.644,0.80,28.5,4
38.3,2124.8,2.03591,1.684,0.84,-8.3,4
2936.9,2131.1,5.37236,2.456,0.68,5.5,4
2388.8,2136.0,9.58807,5.664,0.47,21.0,4
1395.6,2128.6,2.11920,1.631,0.84,45.1,4
1369.9,2125.9,1.88828,1.664,0.80,-47.3,4
3742.8,2156.9,39.63969,3.320,0.86,-66.4,4
1827.5,2141.1,11.73102,2.702,0.85,-0.5,4
1086.2,2127.7,1.82513,1.804,0.69,32.8,4
3976.4,2134.8,4.38371,3.089,0.47,-75.1,4
3620.0,2135.5,4.03986,2.588,0.48,42.7,4
260.9,2137.7,6.18723,3.010,0.88,-60.2,4
4062.0,2128.0,1.33854,1.548,0.95,0.2,4
412.3,2135.3,5.10991,2.127,0.86,40.6,4
975.5,2140.0,13.93562,5.419,0.60,33.7,4
2554.6,2134.1,5.09807,3.403,0.82,-56.4,4
2072.1,2134.0,3.93209,2.232,0.98,2.8,4
701.6,2139.0,6.70347,2.082,0.75,62.6,4
2706.8,2134.1,4.30516,2.334,0.89,66.9,4
1750.4,2166.3,24.12410,6.323,0.63,-87.2,4
2018.8,2139.7,5.00977,2.407,0.91,-36.2,4
1005.6,2132.7,1.63972,1.626,0.50,-82.7,4
1303.8,2135.0,2.55550,1.645,0.69,62.6,4
3381.3,2135.0,4.67148,1.806,0.85,29.4,4
4133.6,2144.2,8.14541,2.432,0.60,-39.9,4
3998.0,2153.4,11.63502,3.491,0.61,35.9,4
2288.2,2131.0,2.15903,1.809,0.81,-4.6,4
3485.5,2137.0,2.13031,1.713,0.61,-25.2,4
2868.2,2136.1,2.71712,2.286,0.46,70.3,4
1900.9,2167.0,73.64669,3.476,0.88,-65.2,4
489.9,2134.6,2.31417,1.856,0.71,75.5,4
4051.6,2132.9,2.14203,1.675,0.72,17.6,4
2777.5,2157.0,18.92482,5.024,0.92,28.0,4
776.9,2142.9,7.92093,4.042,0.42,-34.1,4
3207.7,2134.1,2.44785,1.588,0.76,25.9,4
2218.0,2141.1,5.31032,2.019,0.90,-0.8,4
1411.8,2138.6,3.47734,1.914,0.88,7.6,4
2703.8,2153.0,10.92136,2.618,0.77,65.0,4
2095.9,2140.1,3.32338,1.659,0.78,-28.7,4
843.8,2137.3,1.32293,1.615,0.28,79.6,4
3211.7,2174.4,36.07895,7.538,0.47,49.9,4
2257.5,2138.8,2.00430,1.687,0.67,-40.5,4
3581.5,2142.3,3.20865,2.372,0.71,-58.9,4
1434.1,2164.4,15.13011,3.721,0.48,-89.0,4
492.5,2166.3,25.93972,4.886,0.89,-66.1,4
1866.5,2147.9,5.02044,2.059,0.90,-78.6,4
1086.2,2148.3,10.35277,2.374,0.71,19.8,4
2791.6,2151.7,10.09121,2.467,0.73,-59.4,4
3906.7,2141.4,4.17307,2.409,0.65,-3.1,4
749.6,2168.5,74.53189,2.453,0.87,75.8,4
2751.5,2146.2,6.56179,2.100,0.83,36.7,4
158.6,2138.8,1.88080,2.056,0.60,71.5,4
459.7,2146.2,3.41355,1.847,0.65,66.9,4
765.4,2152.5,12.60273,2.463,0.80,33.8,4
1635.0,2142.5,2.35369,2.008,0.55,25.1,4
1607.7,2144.6,3.31253,1.815,0.80,67.3,4
2403.2,2144.7,7.71801,3.039,0.58,4.9,4
2521.0,2140.0,1.60720,1.610,0.92,0.1,4
2578.5,2156.0,11.14880,2.547,0.83,-35.0,4
1301.6,2153.0,11.28209,2.575,0.83,12.6,4
3061.7,2167.0,12.14605,3.908,0.39,71.1,4
3042.3,2159.7,8.77130,4.631,0.37,-43.8,4
261.5,2144.5,3.89798,3.303,0.95,88.7,4
4049.4,2157.7,20.85347,2.777,0.57,28.4,4
439.8,2140.4,1.24220,1.415,0.57,-20.1,4
822.4,2203.7,4.02565,2.458,0.91,-40.0,4
2979.5,2163.5,23.56226,2.897,0.65,54.2,4
1186.9,2154.1,8.32005,2.271,0.87,75.6,4
3244.9,2148.8,4.54972,2.441,0.49,-27.2,4
3595.9,2146.8,3.79310,2.683,0.40,25.8,4
1780.2,2144.9,3.82694,2.840,0.51,18.9,4
1963.8,2155.2,6.92435,3.400,0.72,-17.2,4
2307.9,2173.3,16.13434,3.918,0.55,-79.5,4
2837.7,2153.2,5.80995,2.756,0.74,47.7,4
242.4,2161.1,20.00115,1.737,0.92,44.0,4
157.9,2174.6,36.97349,3.280,0.80,-37.6,4
3390.0,2147.0,1.06482,1.414,0.38,-31.9,4
946.8,2166.1,10.13627,4.165,0.53,-56.9,4
4138.2,2150.6,4.42763,2.921,0.66,-23.6,4
1720.2,2160.8,6.80940,2.227,0.68,84.8,4
2227.3,2158.8,10.18247,3.334,0.42,-22.8,4
1165.0,2159.2,7.72142,2.403,0.67,46.7,4
3219.8,2153.6,4.11529,2.219,0.93,-39.7,4
2544.6,2149.0,2.50153,2.247,0.66,37.5,4
617.4,2161.2,8.61732,2.293,0.93,89.9,4
1563.4,2158.4,8.56909,4.471,0.42,6.6,4
3753.3,2166.1,9.05745,4.183,0.64,80.8,4
3603.9,2153.6,2.07202,1.536,0.89,13.1,4
3713.1,2153.4,3.06413,3.127,0.74,-69.3,4
1802.0,2153.7,2.82328,2.423,0.96,-13.6,4
160.6,2150.8,1.87226,1.964,0.62,70.9,4
1822.6,2159.1,5.29255,1.996,0.93,75.6,4
1012.6,2154.7,1.61322,1.747,0.47,-81.0,4
2043.6,2156.9,3.70511,2.501,0.79,-66.2,4
2453.6,2158.1,1.99726,2.013,0.48,-55.4,4
3413.8,2153.2,2.35364,2.085,0.46,-19.2,4
3495.8,2184.5,29.26494,3.558,0.67,-82.1,4
216.2,2164.1,5.32247,2.408,0.72,70.8,4
2832.0,2161.7,5.57342,2.684,0.90,48.7,4
2940.9,2161.4,6.45928,1.815,0.96,-26.3,4
1107.0,2159.5,3.20582,2.305,0.71,75.9,4
1642.4,2165.1,5.47891,2.035,0.83,-79.6,4
2763.1,2175.4,13.28833,4.239,0.58,62.4,4
2756.3,2168.3,9.26760,2.853,0.63,24.1,4
1041.9,2174.7,23.42678,2.575,0.91,53.1,4
