x,y,luminosity_counts,hlr_pixel,q,theta,n
127.4,1931.1,22.09472,4.376,0.58,29.1,4
3015.2,1913.5,5.16014,2.652,0.70,-16.8,4
3791.3,1919.0,4.87094,2.578,0.77,-67.3,4
3728.4,1920.8,5.85545,2.705,0.74,51.1,4
1962.2,1914.5,1.37872,1.691,0.43,-58.7,4
682.6,1946.6,39.61906,4.383,0.75,75.2,4
4118.2,1925.8,10.80068,2.558,0.95,79.7,4
75.1,1932.9,21.73097,3.466,0.90,-13.4,4
1709.3,1949.7,70.17144,3.351,0.79,-29.4,4
4009.9,1919.8,4.46337,2.960,0.67,73.3,4
3607.0,1916.0,2.07783,2.256,0.96,0.7,4
2335.0,1932.5,10.41782,5.453,0.71,83.5,4
3000.2,1920.9,4.03230,2.788,0.42,-17.7,4
2492.2,1938.8,18.79036,2.999,0.90,88.8,4
657.8,1931.0,6.80192,2.945,0.85,29.6,4
732.5,1920.5,1.05452,1.274,0.46,88.1,4
1155.6,1932.1,8.88423,2.734,0.96,33.6,4
3430.0,1924.7,5.90115,4.093,0.72,24.5,4
862.0,1928.0,3.91862,2.285,0.74,-60.9,4
1049.7,1925.1,2.80236,2.977,0.56,51.2,4
3031.4,1923.1,3.70640,3.350,0.72,-21.6,4
287.7,1931.8,5.21923,2.207,0.91,11.1,4
2548.0,1939.6,10.61008,2.940,0.87,76.3,4
4008.4,1933.6,5.01632,3.835,0.39,-42.0,4
2465.2,1939.7,6.65014,3.132,0.76,-80.2,4
4087.5,1933.1,3.90784,2.606,0.73,-21.6,4
1966.2,1938.6,4.62708,3.428,0.49,63.9,4
2340.9,1936.4,9.38344,3.919,0.68,-22.6,4
2633.4,1943.5,4.38178,3.716,0.73,-85.5,4
2167.5,1948.8,13.89967,4.338,0.80,19.8,4
1182.0,1943.6,8.12096,2.921,0.92,-52.3,4
928.5,1931.5,1.16289,1.301,0.42,-70.7,4
2791.3,1944.1,9.32574,3.948,0.61,28.4,4
787.0,1942.5,7.07732,3.744,0.54,-35.5,4
3591.7,1932.6,2.13960,2.279,0.59,-45.1,4
2587.3,1932.8,3.83296,2.915,0.56,11.4,4
4134.8,1937.0,2.16554,1.827,0.63,36.9,4
1958.3,1938.4,6.55174,3.609,0.54,2.5,4
1531.3,1946.9,6.67193,2.491,0.85,73.6,4
1222.9,1948.2,11.08678,2.634,0.85,-12.9,4
3076.2,1945.9,5.92781,3.875,0.53,-72.3,4
3763.1,1944.9,4.61701,3.059,0.73,-50.0,4
3388.6,1951.7,9.28935,3.194,0.93,-23.5,4
3454.9,1945.3,6.30943,2.669,0.76,17.6,4
792.5,1945.5,7.22868,3.587,0.81,3.0,4
2547.8,1949.1,10.60942,2.604,0.95,-29.2,4
3249.6,1951.3,8.00190,4.169,0.82,59.2,4
1838.0,1959.2,14.19848,2.994,0.93,32.6,4
2355.6,1958.2,7.28900,2.923,0.92,48.1,4
3367.4,1962.5,9.09807,3.845,0.52,-76.3,4
3424.7,1944.0,4.67164,3.975,0.41,-25.6,4
3269.5,1963.8,16.73868,3.995,0.69,33.2,4
2633.5,1953.4,4.37807,2.279,0.61,-63.2,4
492.5,1956.5,5.06378,2.751,0.93,-31.5,4
62.8,1969.4,38.37624,2.783,0.95,55.5,4
3962.4,1987.0,40.92737,3.305,0.71,72.0,4
2730.2,1963.3,7.39772,3.060,0.92,41.6,4
2245.8,1972.6,22.21398,5.011,0.73,63.9,4
3961.1,1962.3,8.13886,3.077,0.96,88.3,4
1950.9,1953.3,2.47875,2.270,0.91,-11.2,4
414.2,1955.4,3.90849,2.927,0.49,-1.0,4
2840.8,1963.3,5.63249,3.097,0.71,-22.0,4
2257.6,1975.9,23.11334,6.087,0.79,52.0,4
2684.0,1962.6,6.52114,3.698,0.84,-23.3,4
4070.4,1957.2,2.66784,2.695,0.34,-76.5,4
1853.0,1971.5,8.66767,3.481,0.85,-73.2,4
1519.7,1974.0,9.08227,3.456,0.76,39.3,4
2783.6,1984.9,44.79562,3.467,0.89,-18.0,4
2772.4,1979.5,16.17973,4.634,0.82,61.5,4
2613.8,1956.6,1.52128,1.887,0.61,17.6,4
3474.1,1978.6,16.12650,3.683,0.86,53.1,4
851.3,1971.0,12.31184,4.479,0.55,-36.6,4
994.6,1984.5,31.58816,4.229,0.67,46.9,4
2067.3,1962.1,2.20511,2.197,0.52,65.6,4
2685.4,1970.4,11.02065,4.338,0.70,6.0,4
4173.7,1975.1,12.43065,3.715,0.76,-38.5,4
3955.3,1966.0,6.29425,3.647,0.52,17.0,4
3610.5,1968.4,5.02642,3.146,0.87,80.5,4
1187.7,1962.6,1.92783,1.909,0.48,-11.4,4
360.0,1973.2,10.27219,4.315,0.55,5.5,4
586.4,1968.8,5.73833,3.945,0.76,12.8,4
3768.4,1981.6,15.14812,3.017,0.95,-24.2,4
4030.1,1973.0,4.87172,2.218,0.70,61.1,4
3281.6,1979.1,10.50166,3.267,0.79,0.7,4
1652.3,1975.6,4.50528,2.631,0.64,-74.4,4
1265.4,1985.6,12.10063,2.960,0.78,-82.2,4
678.5,1984.3,28.54324,2.586,0.96,-21.8,4
3391.1,1985.7,19.73544,4.138,0.53,17.5,4
3941.9,1976.3,4.79426,2.909,0.61,43.4,4
1237.7,1989.2,17.02430,3.197,0.90,13.7,4
444.7,1979.0,8.17484,2.918,0.85,40.2,4
735.3,1983.3,6.78652,3.101,0.63,-50.7,4
811.4,1985.2,19.14705,5.055,0.71,16.1,4
3916.1,1980.2,6.74328,3.767,0.78,59.5,4
4166.9,1982.9,5.80145,2.476,0.72,49.1,4
2222.4,1991.8,21.89765,2.804,0.93,12.2,4
804.3,1977.1,3.94985,2.837,0.81,4.1,4
4004.5,1971.8,2.89333,2.531,0.71,0.9,4
1313.3,1976.4,2.70248,2.309,0.44,-39.9,4
14.4,1989.0,13.76422,3.226,0.90,16.4,4
3355.2,1987.0,10.04154,4.297,0.81,20.1,4
2705.3,1975.0,3.56297,2.536,0.76,17.1,4
2712.5,1982.5,6.01215,3.488,0.64,27.0,4
2460.8,1973.6,1.73397,1.737,0.60,19.1,4
2155.2,1990.5,10.06452,4.175,0.83,-72.6,4
1546.4,1984.7,4.68041,2.465,0.71,78.2,4
2267.5,1989.9,7.35251,3.618,0.41,-45.9,4
171.7,1985.0,6.42589,3.755,0.47,-16.4,4
2711.9,2010.8,36.56937,3.728,0.82,60.1,4
2876.1,2001.4,10.18959,4.427,0.64,72.5,4
1707.2,1991.7,5.95841,3.195,0.57,27.8,4
863.2,1984.1,4.60147,2.824,0.68,64.3,4
1930.4,1991.1,9.13026,3.284,0.62,37.6,4
127.9,1986.4,5.46950,3.238,0.56,29.1,4
2494.4,1983.1,4.11978,2.763,0.58,9.6,4
4198.4,1994.4,7.88444,2.602,0.74,-83.0,4
2357.1,1994.2,7.56644,2.742,0.94,37.2,4
174.2,1988.0,6.08293,3.432,0.48,-25.3,4
2729.1,1983.2,2.15518,1.943,0.61,29.8,4
3245.5,1991.0,6.64363,3.485,0.65,31.9,4
1742.4,1989.5,0.97256,1.217,0.65,-76.6,4
821.1,1992.1,8.41022,5.006,0.79,-46.3,4
3712.1,2005.0,13.97914,3.403,0.73,52.7,4
130.6,1994.3,7.53455,2.795,0.96,-12.0,4
3774.7,2017.0,40.44582,2.883,0.97,17.4,4
2337.6,1996.3,6.75267,3.739,0.85,46.0,4
2898.4,1997.5,4.69553,2.507,0.93,-22.5,4
2319.3,1990.3,2.25749,1.965,0.40,-3.0,4
1282.4,2012.5,12.61047,3.160,0.80,-79.3,4
3454.6,1992.2,2.30614,2.633,0.60,-70.0,4
755.2,1998.0,4.91825,3.061,0.59,33.3,4
1961.2,2003.5,9.95541,3.045,0.92,-51.2,4
1726.4,2000.8,1.70671,1.893,0.44,-74.4,4
1779.0,1998.8,2.65013,1.980,0.57,-17.7,4
44.1,2007.3,7.80460,2.813,0.72,-6.3,4
200.5,2010.5,9.68413,2.950,0.81,14.1,4
1223.6,2017.8,21.07439,2.551,0.95,-45.7,4
2373.6,2004.1,1.78647,1.708,0.81,88.8,4
3817.1,2000.0,3.26243,2.702,0.42,3.0,4
2234.5,2002.1,7.59784,5.070,0.65,-17.3,4
2012.8,2005.0,3.16348,2.492,0.78,76.8,4
2285.7,2009.9,3.47620,2.501,0.70,84.6,4
2662.9,2019.8,16.92619,3.331,0.93,-61.5,4
3818.1,2025.2,23.20004,3.723,0.80,-60.7,4
355.7,2006.3,4.27623,2.951,0.85,-42.9,4
1113.8,2012.3,11.80873,6.047,0.59,-59.3,4
540.9,2006.2,3.98928,3.681,0.74,-10.2,4
3274.7,2011.6,5.14682,3.125,0.77,-43.5,4
1508.0,2006.0,2.02979,2.446,0.97,89.2,4
3280.5,2017.4,7.57292,3.629,0.94,49.3,4
2214.8,2017.0,7.73564,3.961,0.79,-32.0,4
3810.6,2020.1,8.79842,3.098,0.64,51.4,4
954.3,2010.4,2.13369,1.654,0.97,-42.3,4
158.4,2036.4,58.39654,2.586,0.91,-54.1,4
718.9,2020.9,6.82314,2.942,0.91,15.9,4
4117.9,2014.3,3.58859,3.309,0.72,69.9,4
947.9,2019.3,4.24922,2.289,0.53,28.9,4
2745.3,2017.3,5.27342,2.813,0.75,-37.1,4
2655.3,2027.6,9.02980,3.647,0.71,-74.7,4
2345.3,2026.8,8.89515,2.662,0.91,-30.8,4
2943.1,2028.9,6.61052,2.710,0.80,-79.1,4
170.0,2032.2,15.83090,3.071,0.93,-48.3,4
1950.0,2015.5,3.82586,3.794,0.66,4.4,4
949.3,2042.1,23.13313,3.066,0.85,-90.0,4
4066.6,2028.9,10.70194,3.289,0.83,-67.8,4
195.8,2030.4,10.72429,2.952,0.79,31.3,4
2187.7,2020.3,2.65386,2.690,0.40,-60.6,4
74.6,2030.6,10.67251,3.370,0.85,12.4,4
524.1,2028.5,7.64589,2.983,0.64,56.9,4
3415.5,2036.6,14.12102,4.202,0.81,-25.0,4
1868.6,2037.8,10.68639,2.828,0.67,-56.0,4
916.4,2030.0,4.98848,2.488,0.89,-7.7,4
901.6,2021.2,1.58827,1.818,0.44,-42.3,4
4180.9,2038.2,9.89455,3.577,0.93,-79.8,4
1956.0,2030.1,7.38608,2.718,0.80,-1.5,4
575.1,2028.1,2.36668,1.944,0.90,-49.8,4
4112.2,2026.7,3.20149,2.268,0.42,23.2,4
4142.6,2026.6,1.54140,1.943,0.31,-68.5,4
3336.4,2024.9,2.61046,2.152,0.43,8.9,4
856.3,2042.6,17.37952,3.364,0.77,-26.4,4
2959.7,2041.4,12.79273,3.151,0.86,27.4,4
2244.4,2028.2,2.38351,2.625,0.58,71.1,4
458.1,2034.1,4.24460,2.314,0.87,45.5,4
3896.9,2036.9,3.33847,2.936,0.44,62.8,4
1888.4,2075.5,74.77403,4.184,0.99,-64.5,4
2141.5,2052.5,14.37570,3.465,0.72,62.3,4
3227.9,2037.8,3.07950,2.143,0.64,45.8,4
995.6,2041.6,9.91297,3.198,0.68,5.5,4
3528.8,2038.9,3.66117,2.104,0.84,54.9,4
2091.2,2037.1,1.61337,1.909,0.36,-60.8,4
3110.0,2051.2,16.49428,4.072,0.60,-25.1,4
1024.8,2037.9,2.56412,2.209,0.67,-16.9,4
1369.2,2034.4,1.50733,1.562,0.64,16.6,4
1543.0,2048.4,6.09176,3.129,0.88,-79.9,4
1589.5,2060.6,12.48883,4.021,0.90,-26.6,4
676.9,2037.7,1.99357,2.171,0.39,-12.1,4
3443.4,2045.5,2.63438,2.184,0.85,-82.9,4
171.8,2072.6,33.28037,3.755,0.85,-73.4,4
1941.7,2055.3,11.69610,3.158,0.91,88.8,4
1048.3,2057.5,10.36001,2.794,0.82,62.7,4
2560.6,2045.5,2.90049,2.183,0.66,19.8,4
2744.7,2047.9,3.45993,2.740,0.46,77.8,4
246.5,2045.5,2.83250,2.429,0.42,42.7,4
3991.8,2044.0,1.63158,1.858,0.62,-35.2,4
3859.3,2047.2,1.70682,2.021,0.34,57.8,4
1686.7,2070.6,42.50080,2.523,0.95,68.1,4
2925.9,2051.1,3.60521,2.479,0.60,37.0,4
493.5,2051.3,3.44338,2.766,0.38,84.3,4
1880.5,2066.9,21.26910,3.462,0.97,7.4,4
2841.0,2056.6,8.14976,3.670,0.73,15.6,4
1492.0,2077.1,58.29196,2.820,0.94,-18.9,4
54.5,2065.1,13.37080,3.535,0.65,30.2,4
2591.3,2055.5,4.03282,2.435,0.72,73.8,4
3593.6,2080.7,23.64435,4.013,0.89,-75.8,4
3168.7,2081.9,50.38341,3.626,0.94,-50.9,4
3980.3,2064.7,12.08591,3.199,0.91,30.9,4
3445.0,2065.4,12.64829,2.292,0.86,-38.5,4
2421.5,2057.1,3.20697,2.720,0.59,-59.5,4
408.7,2141.2,24.79824,3.096,0.92,-20.7,4
2727.3,2080.4,28.50092,3.595,0.86,-37.5,4
3075.4,2078.8,21.19708,4.968,0.76,-87.7,4
1847.5,2055.0,1.09791,1.207,0.65,89.7,4
4172.2,2081.1,24.43615,3.793,0.62,-44.9,4
2081.1,2079.4,11.76796,3.235,0.86,-40.0,4
1964.4,2061.1,3.25902,2.827,0.74,48.7,4
1837.4,2064.8,2.71262,1.836,0.71,89.5,4
366.2,2077.0,9.95332,4.381,0.83,-62.0,4
466.2,2060.8,2.91077,3.162,0.75,-43.8,4
4050.1,2067.4,1.32415,1.702,0.21,83.4,4
232.3,2062.7,4.05739,3.568,0.41,-15.7,4
3161.8,2071.5,5.70100,3.115,0.67,-33.2,4
1945.2,2073.3,4.30835,2.953,0.54,-50.5,4
208.8,2066.1,2.87143,2.712,0.81,45.5,4
1617.3,2079.2,13.92404,2.896,0.89,5.1,4
2655.2,2066.8,1.92646,1.976,0.74,-46.3,4
245.2,2077.0,6.02580,2.288,0.84,6.8,4
2957.2,2091.1,35.49557,4.862,0.85,26.8,4
2553.2,2086.2,15.07032,3.403,0.85,-36.3,4
2086.5,2071.5,1.59173,0.968,0.51,87.7,4
2932.2,2103.7,37.20579,4.409,0.91,-90.0,4
133.1,2087.6,9.81318,3.496,0.64,57.6,4
1958.0,2085.7,4.65404,3.337,0.55,-28.8,4
2619.5,2075.9,3.90739,3.425,0.45,42.4,4
3655.8,2090.2,22.44851,5.068,0.73,-37.6,4
1447.4,2074.2,0.93081,1.155,0.62,71.7,4
3911.2,2071.5,2.20816,2.272,0.37,5.1,4
4149.4,2074.0,5.51137,3.982,0.61,27.1,4
3968.4,2087.2,9.83047,3.991,0.72,65.2,4
3888.2,2078.7,2.96672,2.280,0.76,-57.5,4
1463.0,2075.8,1.52550,1.744,0.49,36.2,4
572.4,2084.7,5.05763,3.234,0.75,-64.2,4
1279.1,2087.4,2.20887,1.880,0.45,77.2,4
4183.0,2087.7,7.33356,3.300,0.73,-21.7,4
884.5,2108.2,51.52621,4.022,0.62,-13.2,4
2805.1,2106.7,38.82525,3.870,0.87,-36.7,4
1180.2,2083.6,3.31517,2.914,0.45,83.6,4
1093.0,2086.4,5.18988,2.550,0.82,31.9,4
1793.1,2082.3,6.26963,4.289,0.94,7.5,4
837.4,2092.4,6.21375,3.993,0.52,48.1,4
2145.6,2095.7,4.90611,2.776,0.68,-80.0,4
3536.8,2109.0,5.45197,3.945,0.93,-53.4,4
3575.7,2090.1,3.20901,2.363,0.43,49.5,4
51.0,2107.4,21.00176,3.227,0.79,0.6,4
3807.3,2137.5,29.12190,6.408,0.31,-68.9,4
3551.8,2084.6,1.28447,1.430,0.63,20.5,4
2360.0,2102.0,7.79161,3.821,0.37,52.8,4
361.6,2099.8,6.23600,2.890,0.95,-81.2,4
2869.0,2092.4,2.97981,2.473,0.60,55.5,4
4005.9,2088.3,1.25937,1.332,0.68,30.5,4
163.3,2100.9,7.33149,2.451,0.93,-15.4,4
2587.0,2098.5,9.09123,3.087,0.90,-19.0,4
298.0,2094.3,3.51236,2.941,0.75,12.4,4
1645.9,2123.5,15.42281,4.473,0.52,-58.9,4
3875.7,2101.1,3.88634,2.486,0.61,24.8,4
1349.8,2097.1,1.50802,2.017,0.38,34.0,4
2017.8,2101.9,2.10841,2.209,0.42,-62.0,4
1364.3,2106.3,5.40292,3.005,0.81,-58.8,4
928.8,2100.3,3.53936,2.632,0.51,9.9,4
1602.9,2104.0,3.59536,2.641,0.81,15.2,4
846.5,2120.4,12.93295,3.789,0.71,87.6,4
3638.9,2113.9,12.45320,3.428,0.93,12.9,4
3407.2,2111.6,4.90850,3.150,0.54,-33.5,4
1831.8,2116.0,5.43150,3.470,0.53,-73.5,4
3411.2,2112.8,4.06722,2.994,0.41,-34.1,4
3915.2,2125.2,9.75693,2.852,0.88,-53.2,4
3725.6,2117.3,7.56806,2.876,0.73,-16.5,4
3786.0,2113.3,2.80606,2.456,0.61,54.8,4
241.8,2113.6,2.25782,2.202,0.53,74.3,4
1323.6,2123.3,10.68259,2.847,0.83,-17.5,4
963.5,2142.1,21.85966,3.210,0.71,-54.0,4
1829.0,2114.2,4.61700,3.652,0.76,-38.3,4
1799.7,2121.2,5.11779,2.921,0.81,-53.2,4
3956.6,2128.5,13.33419,3.175,0.98,-30.9,4
629.3,2112.8,2.16691,2.390,0.88,29.8,4
3680.3,2119.2,1.85462,1.964,0.38,85.7,4
1240.9,2120.0,2.45729,2.027,0.69,29.9,4
4095.3,2120.3,3.86055,2.627,0.73,-30.5,4
2114.1,2123.6,4.15110,2.185,0.80,-27.2,4
2208.0,2126.9,7.36189,2.842,0.79,62.7,4
1869.5,2122.3,3.21902,2.329,0.97,12.2,4
3241.7,2153.1,31.59772,6.395,0.98,-80.4,4
2867.9,2125.6,2.83270,2.489,0.50,64.2,4
265.0,2123.2,1.72416,1.986,0.62,58.5,4
703.9,2130.2,3.46539,2.045,0.82,7.8,4
969.0,2138.0,6.80086,2.456,0.67,54.7,4
848.4,2138.4,16.56683,4.646,0.84,59.0,4
108.2,2141.2,3.92490,2.484,0.53,-77.6,4
844.0,2125.8,2.89539,2.084,0.47,-18.5,4
1252.9,2139.6,10.36104,3.281,0.74,22.0,4
1514.4,2152.1,11.85596,3.775,0.63,-58.8,4
1275.5,2133.6,3.34593,2.236,0.84,22.2,4
818.3,2126.4,3.15723,2.920,0.49,-8.6,4
3732.3,2141.6,12.37677,2.658,0.84,-31.8,4
1606.7,2131.5,3.16710,2.344,0.79,44.5,4
357.0,2137.8,5.56517,2.707,0.72,-61.9,4
781.2,2127.4,1.35445,1.634,0.60,20.7,4
3069.0,2138.6,2.61786,2.352,0.37,55.3,4
3134.3,2148.6,3.63421,3.001,0.48,-36.5,4
2889.7,2144.8,9.04500,2.629,0.87,27.6,4
484.5,2156.7,21.00883,3.363,0.83,-57.5,4
37.7,2138.0,1.39872,1.769,0.22,-61.6,4
3830.1,2140.3,5.39307,3.313,0.85,-13.4,4
3900.8,2150.6,10.78596,3.297,0.70,-54.4,4
3584.3,2140.2,2.67487,2.229,0.43,66.2,4
430.0,2139.9,3.26585,2.194,0.91,7.6,4
1515.9,2165.7,19.32204,4.130,0.90,44.1,4
2172.0,2146.2,6.16379,2.450,0.74,58.0,4
3389.8,2156.4,23.12573,3.578,0.78,50.4,4
3005.6,2150.7,12.62081,3.396,0.76,5.2,4
475.3,2168.6,39.60074,4.377,0.74,1.0,4
400.0,2144.9,5.56061,3.623,0.46,56.4,4
16.9,2140.4,2.77618,2.393,0.69,80.7,4
1265.6,2145.9,5.23459,3.164,0.76,33.2,4
1598.6,2141.6,1.66923,1.471,0.50,44.7,4
1051.5,2147.6,3.38910,3.009,0.31,65.8,4
4138.5,2142.5,4.48224,3.077,1.00,-71.6,4
1812.6,2142.1,1.48290,1.535,0.47,56.6,4
55.9,2140.1,1.92273,1.998,0.62,1.0,4
3611.5,2153.7,12.92194,3.168,0.87,29.4,4
1999.9,2149.5,4.61722,3.718,0.46,88.6,4
2177.7,2150.4,3.12154,2.321,0.41,-14.6,4
1566.2,2148.1,1.22019,1.584,0.36,29.8,4
912.3,2151.1,2.24902,1.994,0.52,83.9,4
2305.6,2158.8,4.87360,2.864,0.74,29.7,4
1893.2,2148.5,0.94391,1.452,0.36,-84.1,4
1046.2,2146.2,0.92029,1.227,0.36,-44.1,4
3746.3,2158.2,7.34753,2.888,0.84,-60.3,4
2998.3,2164.6,13.78896,3.321,0.92,68.5,4
183.6,2160.1,9.47351,4.342,0.68,22.8,4
1830.2,2174.1,15.34024,4.323,0.71,79.5,4
1656.0,2148.2,2.44232,2.204,0.57,-33.5,4
3838.7,2151.6,3.78873,2.978,0.86,72.3,4
1463.8,2146.4,0.94672,1.031,0.63,-21.4,4
2892.0,2166.8,12.02399,3.980,0.92,54.3,4
2798.6,2170.3,21.69565,3.265,0.89,29.3,4
1828.5,2161.2,8.21509,4.166,0.45,40.4,4
1233.8,2169.2,12.38553,3.382,0.83,38.8,4
2477.2,2163.6,8.70210,3.221,0.71,52.1,4
3069.7,2174.1,29.24532,3.797,0.71,18.5,4
1477.1,2221.9,9.78903,3.448,0.76,-89.4,4
1831.1,2155.6,1.48825,1.732,0.40,34.4,4
100.1,2185.8,47.91098,3.190,0.86,-29.8,4
3957.2,2174.2,20.10940,2.996,0.95,75.8,4
1410.0,2160.0,3.25358,3.119,0.53,-55.9,4
3853.8,2164.8,8.35932,5.022,0.70,-67.7,4
2351.9,2167.4,8.69613,3.957,0.81,-60.0,4
1293.5,2156.5,0.99533,1.189,0.48,22.1,4
1521.4,2160.7,3.37269,2.068,0.47,-21.2,4
3485.9,2165.4,4.71608,3.305,0.87,-9.9,4
1296.7,2159.4,1.39708,1.508,0.44,-1.8,4
1810.2,2162.0,1.13533,1.317,0.49,53.1,4
1267.3,2183.1,29.08499,2.794,0.87,10.3,4
1355.8,2191.4,18.39823,4.143,0.95,-19.5,4
2927.1,2188.6,50.19552,2.610,0.92,-3.4,4
391.2,2171.0,3.08863,2.120,0.53,48.4,4
1120.3,2167.8,1.27808,1.788,0.38,76.5,4
3460.4,2178.4,7.60560,2.505,0.89,83.6,4
2116.6,2178.9,10.29212,2.550,0.86,-20.3,4
155.8,2179.7,4.26139,2.148,0.66,-49.3,4
2334.2,2177.4,6.24119,4.360,0.66,2.4,4
1385.8,2167.2,1.09201,1.158,0.37,45.2,4
246.4,2168.2,1.24428,1.585,0.58,70.5,4
46.1,2208.9,13.63698,3.805,0.60,-36.6,4
350.3,2179.1,6.91146,3.241,0.68,-8.5,4
493.0,2177.1,6.21822,3.274,0.76,7.7,4
2790.3,2175.6,5.67267,3.583,0.73,29.1,4
2133.8,2182.8,8.97137,2.960,0.76,-3.9,4
48.4,2171.2,1.78628,1.780,0.61,-2.8,4
1730.8,2176.2,0.75370,1.207,0.27,-85.5,4
4186.2,2174.4,3.65489,2.607,0.80,-55.1,4
726.8,2172.2,1.64455,2.057,0.34,45.2,4
1338.5,2175.6,1.17096,1.430,0.43,-79.3,4
2335.1,2180.8,12.68680,6.438,0.70,13.6,4
781.0,2191.6,15.72029,3.782,0.64,-42.0,4
1346.4,2175.2,1.31689,1.336,0.62,72.2,4
563.0,2175.2,1.45991,1.477,0.92,3.2,4
994.2,2238.4,5.69232,2.440,0.58,80.7,4
3593.6,2183.6,5.55058,3.179,0.81,50.6,4
1342.0,2183.2,2.42139,2.043,0.43,-88.7,4
2185.1,2176.0,2.06098,2.377,0.29,-12.6,4
2577.9,2185.0,6.07638,2.983,0.94,-60.0,4
2956.1,2200.9,43.74963,2.555,0.97,-66.1,4
1096.4,2180.2,1.31115,1.517,0.89,-30.1,4
2155.9,2199.6,32.41324,2.636,0.91,3.3,4
1686.5,2182.8,2.21347,1.949,0.53,-22.4,4
1042.0,2180.8,1.35051,1.644,0.50,-36.7,4
1504.8,2181.7,1.33941,1.374,0.86,-60.5,4
657.2,2187.2,3.03320,2.513,0.79,36.1,4
1019.2,2185.7,4.75313,3.569,0.63,-34.3,4
304.7,2182.9,3.44171,2.712,0.72,-23.7,4
1382.6,2183.8,1.13578,1.348,0.56,69.5,4
920.7,2189.2,3.82686,2.606,0.81,62.2,4
3420.6,2226.9,53.03401,5.832,0.92,-4.9,4
2269.7,2198.2,12.18642,3.010,0.77,10.9,4
2623.9,2243.8,28.89249,8.984,0.70,87.5,4
2460.1,2196.3,3.82026,2.460,0.82,73.5,4
1592.9,2188.4,1.43794,1.530,0.42,11.7,4
1442.9,2193.6,3.38400,1.974,0.68,37.9,4
3096.7,2191.3,1.92634,1.876,0.89,84.0,4
559.4,2197.1,3.26313,2.464,0.58,-19.2,4
2422.1,2205.4,13.22852,3.526,0.87,-85.3,4
649.3,2192.9,3.39967,2.814,0.63,48.8,4
2000.3,2192.5,3.14240,2.823,0.47,54.8,4
3735.2,2188.4,1.94266,2.180,0.59,18.1,4
1393.8,2208.4,8.10782,3.180,0.93,-88.2,4
1944.2,2218.5,24.81779,3.451,0.95,84.3,4
1759.2,2191.6,0.93230,1.168,0.57,-19.1,4
3724.4,2207.5,11.35314,2.799,0.79,20.8,4
1492.2,2195.0,1.16669,1.235,0.63,-31.7,4
3038.6,2196.2,0.92133,1.035,0.64,-71.8,4
3144.7,2198.5,2.49355,2.103,0.71,-32.8,4
4007.5,2204.5,3.61159,2.043,0.78,73.1,4
3222.5,2206.9,10.31146,5.536,0.67,64.8,4
977.3,2221.5,13.00595,2.734,0.87,55.9,4
2487.4,2202.6,4.74261,3.427,0.72,48.0,4
743.9,2230.3,11.88820,4.322,0.49,-88.8,4
214.7,2204.4,5.90874,3.731,0.66,19.8,4
196.4,2229.8,4.71442,2.709,0.67,66.7,4
2246.0,2231.8,51.76054,3.002,0.94,-6.7,4
1751.2,2199.4,0.97692,1.031,0.60,19.6,4
481.2,2201.4,1.19874,1.381,0.57,19.4,4
2069.9,2252.6,78.17518,3.918,0.69,89.1,4
1657.0,2205.0,2.61000,2.045,0.53,14.1,4
1686.7,2207.3,1.55749,1.846,0.31,31.4,4
3532.7,2213.1,4.42448,2.630,0.67,-21.6,4
1318.7,2212.7,2.33980,2.148,0.69,-89.3,4
2372.6,2210.5,2.51900,2.079,0.52,41.1,4
1287.4,2210.7,1.01444,1.419,0.29,68.5,4
950.5,2210.5,2.01403,1.755,0.68,47.2,4
1691.6,2208.3,1.34011,1.089,0.62,-73.5,4
1239.2,2234.2,18.20420,4.876,0.87,83.5,4
3986.1,2216.8,5.63609,3.036,0.83,-32.5,4
1720.6,2209.2,0.80555,0.997,0.61,-70.2,4
1922.8,2212.3,1.84511,1.873,0.40,54.5,4
1850.6,2217.7,2.06342,2.068,0.32,-63.4,4
1245.1,2210.8,2.86164,2.554,0.79,44.3,4
1073.8,2217.4,2.97762,2.358,0.58,-85.7,4
1536.6,2214.5,1.24831,1.732,0.30,-69.2,4
1390.6,2216.6,1.32644,1.660,0.32,-68.3,4
1707.4,2214.3,1.42663,1.411,0.63,70.3,4
958.8,2215.8,1.86736,0.560,0.89,-51.0,4
3991.4,2231.6,8.99749,4.860,0.53,-89.2,4
3994.1,2225.0,7.41677,3.901,0.94,38.3,4
1543.2,2217.2,0.87473,1.117,0.50,44.7,4
2036.5,2217.2,2.86873,2.836,0.43,-4.2,4
1676.6,2217.8,1.00256,1.034,0.59,70.3,4
3661.0,2228.7,5.72171,2.426,0.79,-85.3,4
3024.1,2221.7,2.89592,2.582,0.80,-38.8,4
256.5,2218.8,1.40261,1.356,0.70,-7.7,4
236.6,2219.1,1.82089,1.551,0.78,24.0,4
731.7,2230.4,9.16474,4.220,0.82,17.1,4
3007.0,2251.5,53.97749,3.251,0.92,-81.3,4
2514.6,2224.9,4.76096,2.911,0.50,-5.4,4
1433.9,2226.9,1.46433,1.598,0.52,41.1,4
2156.3,2224.2,3.81788,2.573,0.61,22.1,4
301.4,2234.2,8.60827,3.143,0.78,-13.2,4
2313.6,2232.8,6.83693,2.357,0.89,12.1,4
449.2,2233.6,12.25093,4.991,0.69,-6.6,4
